2026-01-14 19:42:48,400 | INFO | __main__ | Loading ML model...
2026-01-21 11:50:43,143 | INFO | FlaskApp | ML model loaded successfully
2026-01-21 11:50:43,144 | INFO | FlaskApp | Starting Flask server...
2026-01-21 12:04:50,766 | INFO | FlaskApp | Loading ML model at server startup...
2026-01-21 12:04:50,766 | INFO | main | Loading ML model...
2026-01-21 12:04:50,916 | INFO | main | ML model loaded successfully
2026-01-21 12:04:50,916 | INFO | FlaskApp | ML model loaded successfully
2026-01-21 12:04:50,917 | INFO | FlaskApp | Starting Flask server...
2026-01-21 12:04:56,101 | INFO | FlaskApp | Loading ML model at server startup...
2026-01-21 12:04:56,101 | INFO | main | Loading ML model...
2026-01-21 12:04:56,224 | INFO | main | ML model loaded successfully
2026-01-21 12:04:56,224 | INFO | FlaskApp | ML model loaded successfully
2026-01-21 12:04:56,225 | INFO | FlaskApp | Starting Flask server...
2026-01-21 12:11:25,455 | INFO | FlaskApp | Loading ML model at server startup...
2026-01-21 12:11:25,455 | INFO | main | Loading ML model...
2026-01-21 12:11:25,524 | INFO | main | ML model loaded successfully
2026-01-21 12:11:25,524 | INFO | FlaskApp | ML model loaded successfully
2026-01-21 12:11:25,524 | INFO | FlaskApp | Starting Flask server...
2026-01-21 12:11:28,633 | INFO | FlaskApp | Loading ML model at server startup...
2026-01-21 12:11:28,633 | INFO | main | Loading ML model...
2026-01-21 12:11:28,699 | INFO | main | ML model loaded successfully
2026-01-21 12:11:28,700 | INFO | FlaskApp | ML model loaded successfully
2026-01-21 12:11:28,700 | INFO | FlaskApp | Starting Flask server...
2026-01-21 12:28:54,897 | INFO | FlaskApp | Loading ML model at server startup...
2026-01-21 12:28:54,897 | INFO | main | Loading ML model...
2026-01-21 12:28:55,789 | INFO | main | ML model loaded successfully
2026-01-21 12:28:55,790 | INFO | FlaskApp | ML model loaded successfully
2026-01-21 12:28:55,790 | INFO | FlaskApp | Starting Flask server...
2026-01-21 12:28:58,844 | INFO | FlaskApp | Loading ML model at server startup...
2026-01-21 12:28:58,844 | INFO | main | Loading ML model...
2026-01-21 12:28:58,913 | INFO | main | ML model loaded successfully
2026-01-21 12:28:58,913 | INFO | FlaskApp | ML model loaded successfully
2026-01-21 12:28:58,914 | INFO | FlaskApp | Starting Flask server...
2026-01-21 12:37:34,003 | INFO | FlaskApp | Loading ML model at server startup...
2026-01-21 12:37:34,003 | INFO | main | Loading ML model...
2026-01-21 12:37:34,066 | INFO | main | ML model loaded successfully
2026-01-21 12:37:34,066 | INFO | FlaskApp | ML model loaded successfully
2026-01-21 12:37:34,067 | INFO | FlaskApp | Starting Flask server...
2026-01-21 12:37:37,132 | INFO | FlaskApp | Loading ML model at server startup...
2026-01-21 12:37:37,132 | INFO | main | Loading ML model...
2026-01-21 12:37:37,240 | INFO | main | ML model loaded successfully
2026-01-21 12:37:37,240 | INFO | FlaskApp | ML model loaded successfully
2026-01-21 12:37:37,241 | INFO | FlaskApp | Starting Flask server...
2026-01-21 12:38:31,757 | INFO | FlaskApp | Loading ML model at server startup...
2026-01-21 12:38:31,757 | INFO | main | Loading ML model...
2026-01-21 12:38:31,822 | INFO | main | ML model loaded successfully
2026-01-21 12:38:31,822 | INFO | FlaskApp | ML model loaded successfully
2026-01-21 12:38:31,822 | INFO | FlaskApp | Starting Flask server...
2026-01-21 12:38:34,402 | INFO | FlaskApp | Loading ML model at server startup...
2026-01-21 12:38:34,402 | INFO | main | Loading ML model...
2026-01-21 12:38:34,464 | INFO | main | ML model loaded successfully
2026-01-21 12:38:34,464 | INFO | FlaskApp | ML model loaded successfully
2026-01-21 12:38:34,465 | INFO | FlaskApp | Starting Flask server...
2026-01-21 12:40:52,076 | INFO | FlaskApp | Loading ML model at server startup...
2026-01-21 12:40:52,077 | INFO | main | Loading ML model...
2026-01-21 12:40:52,147 | INFO | main | ML model loaded successfully
2026-01-21 12:40:52,147 | INFO | FlaskApp | ML model loaded successfully
2026-01-21 12:40:52,147 | INFO | FlaskApp | Starting Flask server...
2026-01-21 12:40:54,776 | INFO | FlaskApp | Loading ML model at server startup...
2026-01-21 12:40:54,776 | INFO | main | Loading ML model...
2026-01-21 12:40:54,840 | INFO | main | ML model loaded successfully
2026-01-21 12:40:54,840 | INFO | FlaskApp | ML model loaded successfully
2026-01-21 12:40:54,841 | INFO | FlaskApp | Starting Flask server...
2026-01-21 12:42:49,423 | INFO | FlaskApp | Loading ML model at server startup...
2026-01-21 12:42:49,423 | INFO | main | Loading ML model...
2026-01-21 12:42:49,484 | INFO | main | ML model loaded successfully
2026-01-21 12:42:49,484 | INFO | FlaskApp | ML model loaded successfully
2026-01-21 12:42:49,485 | INFO | FlaskApp | Starting Flask server...
2026-01-21 12:42:52,553 | INFO | FlaskApp | Loading ML model at server startup...
2026-01-21 12:42:52,553 | INFO | main | Loading ML model...
2026-01-21 12:42:52,615 | INFO | main | ML model loaded successfully
2026-01-21 12:42:52,615 | INFO | FlaskApp | ML model loaded successfully
2026-01-21 12:42:52,616 | INFO | FlaskApp | Starting Flask server...
2026-01-21 12:51:51,951 | INFO | FlaskApp | Loading ML model at server startup...
2026-01-21 12:51:51,951 | INFO | main | Loading ML model...
2026-01-21 12:51:52,023 | INFO | main | ML model loaded successfully
2026-01-21 12:51:52,023 | INFO | FlaskApp | ML model loaded successfully
2026-01-21 12:51:52,024 | INFO | FlaskApp | Starting Flask server...
2026-01-21 12:51:55,151 | INFO | FlaskApp | Loading ML model at server startup...
2026-01-21 12:51:55,151 | INFO | main | Loading ML model...
2026-01-21 12:51:55,241 | INFO | main | ML model loaded successfully
2026-01-21 12:51:55,241 | INFO | FlaskApp | ML model loaded successfully
2026-01-21 12:51:55,243 | INFO | FlaskApp | Starting Flask server...
2026-01-21 12:52:26,118 | WARNING | main | Input validation failed: Text is too short for reliable analysis.
2026-01-21 12:52:26,119 | WARNING | FlaskApp | Prediction failed: Text is too short for reliable analysis.
2026-01-21 12:56:23,673 | INFO | main | Prediction -> Grade: A, Confidence: 87.00%
2026-01-21 12:56:23,675 | INFO | FlaskApp | Prediction served successfully via API
2026-01-21 12:57:03,929 | INFO | main | Prediction -> Grade: A, Confidence: 80.00%
2026-01-21 12:57:03,929 | INFO | FlaskApp | Prediction served successfully via API
2026-01-21 19:30:38,243 | INFO | FlaskApp | Loading ML model at server startup...
2026-01-21 19:30:38,243 | INFO | main | Loading ML model...
2026-01-21 19:30:38,325 | INFO | main | ML model loaded successfully
2026-01-21 19:30:38,325 | INFO | FlaskApp | ML model loaded successfully
2026-01-21 19:30:38,326 | INFO | FlaskApp | Starting Flask server...
2026-01-21 19:30:40,719 | INFO | FlaskApp | Loading ML model at server startup...
2026-01-21 19:30:40,719 | INFO | main | Loading ML model...
2026-01-21 19:30:40,776 | INFO | main | ML model loaded successfully
2026-01-21 19:30:40,776 | INFO | FlaskApp | ML model loaded successfully
2026-01-21 19:30:40,777 | INFO | FlaskApp | Starting Flask server...
2026-01-21 20:04:14,619 | INFO | FlaskApp | Loading ML model at server startup...
2026-01-21 20:04:14,620 | INFO | main | Loading ML model...
2026-01-21 20:04:14,688 | INFO | main | ML model loaded successfully
2026-01-21 20:04:14,688 | INFO | FlaskApp | ML model loaded successfully
2026-01-21 20:04:14,689 | INFO | FlaskApp | Starting Flask server...
2026-01-21 20:04:17,055 | INFO | FlaskApp | Loading ML model at server startup...
2026-01-21 20:04:17,055 | INFO | main | Loading ML model...
2026-01-21 20:04:17,120 | INFO | main | ML model loaded successfully
2026-01-21 20:04:17,120 | INFO | FlaskApp | ML model loaded successfully
2026-01-21 20:04:17,121 | INFO | FlaskApp | Starting Flask server...
2026-01-21 20:27:24,500 | INFO | FlaskApp | Loading ML model at server startup...
2026-01-21 20:27:24,500 | INFO | main | Loading ML model...
2026-01-21 20:27:24,566 | INFO | main | ML model loaded successfully
2026-01-21 20:27:24,566 | INFO | FlaskApp | ML model loaded successfully
2026-01-21 20:27:24,567 | INFO | FlaskApp | Starting Flask server...
2026-01-21 20:27:27,040 | INFO | FlaskApp | Loading ML model at server startup...
2026-01-21 20:27:27,040 | INFO | main | Loading ML model...
2026-01-21 20:27:27,099 | INFO | main | ML model loaded successfully
2026-01-21 20:27:27,099 | INFO | FlaskApp | ML model loaded successfully
2026-01-21 20:27:27,100 | INFO | FlaskApp | Starting Flask server...
2026-01-21 20:41:31,433 | INFO | FlaskApp | Loading ML model at server startup...
2026-01-21 20:41:31,434 | INFO | main | Loading ML model...
2026-01-21 20:41:31,490 | INFO | main | ML model loaded successfully
2026-01-21 20:41:31,491 | INFO | FlaskApp | ML model loaded successfully
2026-01-21 20:41:31,491 | INFO | FlaskApp | Starting Flask server...
2026-01-21 20:46:50,961 | INFO | FlaskApp | Loading ML model at server startup...
2026-01-21 20:46:50,961 | INFO | main | Loading ML model...
2026-01-21 20:46:51,015 | INFO | main | ML model loaded successfully
2026-01-21 20:46:51,015 | INFO | FlaskApp | ML model loaded successfully
2026-01-21 20:46:51,016 | INFO | FlaskApp | Starting Flask server...
2026-01-21 20:47:48,323 | INFO | FlaskApp | Loading ML model at server startup...
2026-01-21 20:47:48,323 | INFO | main | Loading ML model...
2026-01-21 20:47:48,383 | INFO | main | ML model loaded successfully
2026-01-21 20:47:48,383 | INFO | FlaskApp | ML model loaded successfully
2026-01-21 20:47:48,384 | INFO | FlaskApp | Starting Flask server...
2026-01-21 20:47:51,056 | INFO | FlaskApp | Loading ML model at server startup...
2026-01-21 20:47:51,056 | INFO | main | Loading ML model...
2026-01-21 20:47:51,112 | INFO | main | ML model loaded successfully
2026-01-21 20:47:51,112 | INFO | FlaskApp | ML model loaded successfully
2026-01-21 20:47:51,112 | INFO | FlaskApp | Starting Flask server...
2026-01-21 20:51:31,749 | INFO | FlaskApp | Loading ML model at server startup...
2026-01-21 20:51:31,749 | INFO | main | Loading ML model...
2026-01-21 20:51:31,805 | INFO | main | ML model loaded successfully
2026-01-21 20:51:31,805 | INFO | FlaskApp | ML model loaded successfully
2026-01-21 20:51:31,806 | INFO | FlaskApp | Starting Flask server...
2026-01-21 20:51:34,168 | INFO | FlaskApp | Loading ML model at server startup...
2026-01-21 20:51:34,168 | INFO | main | Loading ML model...
2026-01-21 20:51:34,222 | INFO | main | ML model loaded successfully
2026-01-21 20:51:34,223 | INFO | FlaskApp | ML model loaded successfully
2026-01-21 20:51:34,223 | INFO | FlaskApp | Starting Flask server...
2026-01-21 21:03:18,761 | WARNING | main | Input validation failed: Text is too short for reliable analysis.
2026-01-21 21:03:18,762 | WARNING | FlaskApp | Prediction failed: Text is too short for reliable analysis.
2026-01-22 11:30:26,765 | INFO | FlaskApp | Loading ML model at server startup...
2026-01-22 11:30:26,766 | INFO | main | Loading ML model...
2026-01-22 11:30:27,191 | INFO | main | ML model loaded successfully
2026-01-22 11:30:27,191 | INFO | FlaskApp | ML model loaded successfully
2026-01-22 11:30:27,191 | INFO | FlaskApp | Starting Flask server...
2026-01-22 11:30:29,667 | INFO | FlaskApp | Loading ML model at server startup...
2026-01-22 11:30:29,667 | INFO | main | Loading ML model...
2026-01-22 11:30:29,726 | INFO | main | ML model loaded successfully
2026-01-22 11:30:29,726 | INFO | FlaskApp | ML model loaded successfully
2026-01-22 11:30:29,726 | INFO | FlaskApp | Starting Flask server...
2026-01-22 11:32:30,725 | WARNING | main | Input validation failed: Text is too short for reliable analysis.
2026-01-22 11:32:30,725 | WARNING | FlaskApp | Prediction failed: Text is too short for reliable analysis.
2026-01-23 14:54:19,042 | INFO | FlaskApp | Loading ML model at server startup...
2026-01-23 14:54:19,042 | INFO | main | Loading ML model...
2026-01-23 14:54:19,453 | INFO | main | ML model loaded successfully
2026-01-23 14:54:19,453 | INFO | FlaskApp | ML model loaded successfully
2026-01-23 14:54:19,454 | INFO | FlaskApp | Starting Flask server...
2026-01-23 14:54:21,916 | INFO | FlaskApp | Loading ML model at server startup...
2026-01-23 14:54:21,916 | INFO | main | Loading ML model...
2026-01-23 14:54:21,969 | INFO | main | ML model loaded successfully
2026-01-23 14:54:21,969 | INFO | FlaskApp | ML model loaded successfully
2026-01-23 14:54:21,969 | INFO | FlaskApp | Starting Flask server...
2026-01-23 14:55:49,804 | WARNING | main | Input validation failed: Text is too short for reliable analysis.
2026-01-23 14:55:49,804 | WARNING | FlaskApp | Prediction failed: Text is too short for reliable analysis.
2026-01-23 14:56:28,493 | WARNING | main | Input validation failed: Text is too short for reliable analysis.
2026-01-23 14:56:28,493 | WARNING | FlaskApp | Prediction failed: Text is too short for reliable analysis.
2026-01-23 14:56:45,460 | WARNING | main | Input validation failed: Text is too short for reliable analysis.
2026-01-23 14:56:45,460 | WARNING | FlaskApp | Prediction failed: Text is too short for reliable analysis.
2026-01-23 14:58:20,011 | WARNING | main | Input validation failed: Text is too short for reliable analysis.
2026-01-23 14:58:20,012 | WARNING | FlaskApp | Prediction failed: Text is too short for reliable analysis.
2026-01-23 14:59:22,372 | WARNING | main | Input validation failed: Text does not contain enough words.
2026-01-23 14:59:22,372 | WARNING | FlaskApp | Prediction failed: Text does not contain enough words.
2026-01-23 15:00:38,472 | INFO | FlaskApp | Loading ML model at server startup...
2026-01-23 15:00:38,472 | INFO | main | Loading ML model...
2026-01-23 15:00:38,526 | INFO | main | ML model loaded successfully
2026-01-23 15:00:38,526 | INFO | FlaskApp | ML model loaded successfully
2026-01-23 15:00:38,526 | INFO | FlaskApp | Starting Flask server...
2026-01-23 15:00:40,959 | INFO | FlaskApp | Loading ML model at server startup...
2026-01-23 15:00:40,959 | INFO | main | Loading ML model...
2026-01-23 15:00:41,016 | INFO | main | ML model loaded successfully
2026-01-23 15:00:41,017 | INFO | FlaskApp | ML model loaded successfully
2026-01-23 15:00:41,017 | INFO | FlaskApp | Starting Flask server...
2026-01-23 15:02:51,833 | INFO | FlaskApp | Loading ML model at server startup...
2026-01-23 15:02:51,833 | INFO | main | Loading ML model...
2026-01-23 15:02:51,890 | INFO | main | ML model loaded successfully
2026-01-23 15:02:51,890 | INFO | FlaskApp | ML model loaded successfully
2026-01-23 15:02:51,891 | INFO | FlaskApp | Starting Flask server...
2026-01-23 15:06:20,340 | INFO | FlaskApp | Loading ML model at server startup...
2026-01-23 15:06:20,340 | INFO | main | Loading ML model...
2026-01-23 15:06:20,396 | INFO | main | ML model loaded successfully
2026-01-23 15:06:20,396 | INFO | FlaskApp | ML model loaded successfully
2026-01-23 15:06:20,396 | INFO | FlaskApp | Starting Flask server...
2026-01-23 15:06:22,798 | INFO | FlaskApp | Loading ML model at server startup...
2026-01-23 15:06:22,798 | INFO | main | Loading ML model...
2026-01-23 15:06:22,854 | INFO | main | ML model loaded successfully
2026-01-23 15:06:22,854 | INFO | FlaskApp | ML model loaded successfully
2026-01-23 15:06:22,855 | INFO | FlaskApp | Starting Flask server...
2026-01-23 15:11:01,412 | INFO | FlaskApp | Loading ML model at server startup...
2026-01-23 15:11:01,412 | INFO | main | Loading ML model...
2026-01-23 15:11:01,471 | INFO | main | ML model loaded successfully
2026-01-23 15:11:01,471 | INFO | FlaskApp | ML model loaded successfully
2026-01-23 15:11:01,471 | INFO | FlaskApp | Starting Flask server...
2026-01-23 15:11:26,639 | INFO | FlaskApp | Loading ML model at server startup...
2026-01-23 15:11:26,639 | INFO | main | Loading ML model...
2026-01-23 15:11:26,693 | INFO | main | ML model loaded successfully
2026-01-23 15:11:26,693 | INFO | FlaskApp | ML model loaded successfully
2026-01-23 15:11:26,693 | INFO | FlaskApp | Starting Flask server...
2026-01-23 15:11:29,078 | INFO | FlaskApp | Loading ML model at server startup...
2026-01-23 15:11:29,078 | INFO | main | Loading ML model...
2026-01-23 15:11:29,131 | INFO | main | ML model loaded successfully
2026-01-23 15:11:29,131 | INFO | FlaskApp | ML model loaded successfully
2026-01-23 15:11:29,132 | INFO | FlaskApp | Starting Flask server...
2026-01-23 15:11:45,815 | INFO | main | Prediction -> Grade: A, Confidence: 43.00%
2026-01-23 15:11:45,815 | WARNING | main | Low confidence prediction detected
2026-01-23 15:11:45,815 | INFO | FlaskApp | Prediction served successfully via API
2026-01-23 15:19:26,879 | INFO | main | Prediction -> Grade: C, Confidence: 48.00%
2026-01-23 15:19:26,879 | WARNING | main | Low confidence prediction detected
2026-01-23 15:19:26,879 | INFO | FlaskApp | Prediction served successfully via API
2026-01-23 15:40:52,344 | INFO | FlaskApp | Loading ML model at server startup...
2026-01-23 15:40:52,344 | INFO | main | Loading ML model...
2026-01-23 15:40:52,399 | INFO | main | ML model loaded successfully
2026-01-23 15:40:52,400 | INFO | FlaskApp | ML model loaded successfully
2026-01-23 15:40:52,400 | INFO | FlaskApp | Starting Flask server...
2026-01-23 15:40:54,841 | INFO | FlaskApp | Loading ML model at server startup...
2026-01-23 15:40:54,841 | INFO | main | Loading ML model...
2026-01-23 15:40:54,899 | INFO | main | ML model loaded successfully
2026-01-23 15:40:54,899 | INFO | FlaskApp | ML model loaded successfully
2026-01-23 15:40:54,899 | INFO | FlaskApp | Starting Flask server...
2026-01-23 15:41:35,865 | INFO | main | Prediction -> Grade: B, Confidence: 48.00%
2026-01-23 15:41:35,866 | WARNING | main | Low confidence prediction detected
2026-01-23 15:41:35,866 | INFO | FlaskApp | Prediction served successfully via API
2026-01-23 15:50:19,737 | INFO | main | Prediction -> Grade: C, Confidence: 69.00%
2026-01-23 15:50:19,738 | INFO | FlaskApp | Prediction served successfully via API
2026-01-23 15:50:21,606 | INFO | main | Prediction -> Grade: C, Confidence: 69.00%
2026-01-23 15:50:21,606 | INFO | FlaskApp | Prediction served successfully via API
2026-01-23 19:36:12,484 | INFO | FlaskApp | Loading ML model at server startup...
2026-01-23 19:36:12,485 | INFO | main | Loading ML model...
2026-01-23 19:36:12,562 | INFO | main | ML model loaded successfully
2026-01-23 19:36:12,562 | INFO | FlaskApp | ML model loaded successfully
2026-01-23 19:36:12,562 | INFO | FlaskApp | Starting Flask server...
2026-01-23 19:36:14,927 | INFO | FlaskApp | Loading ML model at server startup...
2026-01-23 19:36:14,928 | INFO | main | Loading ML model...
2026-01-23 19:36:14,982 | INFO | main | ML model loaded successfully
2026-01-23 19:36:14,982 | INFO | FlaskApp | ML model loaded successfully
2026-01-23 19:36:14,982 | INFO | FlaskApp | Starting Flask server...
2026-01-23 19:36:27,369 | INFO | main | Prediction -> Grade: D, Confidence: 89.50%
2026-01-23 19:36:27,370 | INFO | FlaskApp | Prediction served successfully via API
2026-01-23 19:37:14,741 | INFO | main | Prediction -> Grade: D, Confidence: 91.50%
2026-01-23 19:37:14,741 | INFO | FlaskApp | Prediction served successfully via API
2026-01-23 19:37:51,386 | INFO | FlaskApp | Loading ML model at server startup...
2026-01-23 19:37:51,386 | INFO | main | Loading ML model...
2026-01-23 19:37:51,443 | INFO | main | ML model loaded successfully
2026-01-23 19:37:51,443 | INFO | FlaskApp | ML model loaded successfully
2026-01-23 19:37:51,444 | INFO | FlaskApp | Starting Flask server...
2026-01-23 19:37:51,586 | WARNING | main | Input validation failed: Text is too short for reliable analysis.
2026-01-23 19:37:51,586 | WARNING | FlaskApp | Prediction failed: Text is too short for reliable analysis.
2026-01-23 19:39:13,532 | WARNING | main | Input validation failed: Text is too short for reliable analysis.
2026-01-23 19:39:13,532 | WARNING | FlaskApp | Prediction failed: Text is too short for reliable analysis.
2026-01-23 19:39:15,404 | WARNING | main | Input validation failed: Text is too short for reliable analysis.
2026-01-23 19:39:15,404 | WARNING | FlaskApp | Prediction failed: Text is too short for reliable analysis.
2026-01-23 19:39:30,966 | WARNING | main | Input validation failed: Text is too short for reliable analysis.
2026-01-23 19:39:30,966 | WARNING | FlaskApp | Prediction failed: Text is too short for reliable analysis.
2026-01-23 19:39:33,709 | INFO | FlaskApp | Loading ML model at server startup...
2026-01-23 19:39:33,709 | INFO | main | Loading ML model...
2026-01-23 19:39:33,763 | INFO | main | ML model loaded successfully
2026-01-23 19:39:33,763 | INFO | FlaskApp | ML model loaded successfully
2026-01-23 19:39:33,763 | INFO | FlaskApp | Starting Flask server...
2026-01-23 19:39:36,888 | INFO | main | Prediction -> Grade: C, Confidence: 52.50%
2026-01-23 19:39:36,888 | WARNING | main | Low confidence prediction detected
2026-01-23 19:39:36,888 | INFO | FlaskApp | Prediction served successfully via API
2026-01-23 19:40:20,191 | INFO | main | Prediction -> Grade: C, Confidence: 78.00%
2026-01-23 19:40:20,191 | INFO | FlaskApp | Prediction served successfully via API
2026-01-23 19:40:56,925 | INFO | main | Prediction -> Grade: B, Confidence: 80.00%
2026-01-23 19:40:56,926 | INFO | FlaskApp | Prediction served successfully via API
2026-01-23 19:41:18,839 | INFO | main | Prediction -> Grade: B, Confidence: 86.00%
2026-01-23 19:41:18,840 | INFO | FlaskApp | Prediction served successfully via API
2026-01-23 19:53:31,497 | WARNING | main | Input validation failed: Text is too short for reliable analysis.
2026-01-23 19:53:31,497 | WARNING | FlaskApp | Prediction failed: Text is too short for reliable analysis.
2026-01-23 19:53:36,684 | WARNING | main | Input validation failed: Text is too short for reliable analysis.
2026-01-23 19:53:36,684 | WARNING | FlaskApp | Prediction failed: Text is too short for reliable analysis.
2026-01-23 19:58:06,157 | INFO | main | Prediction -> Grade: D, Confidence: 46.00%
2026-01-23 19:58:06,157 | WARNING | main | Low confidence prediction detected
2026-01-23 19:58:06,157 | INFO | FlaskApp | Prediction served successfully via API
2026-01-23 20:02:53,870 | INFO | FlaskApp | Loading ML model at server startup...
2026-01-23 20:02:53,870 | INFO | main | Loading ML model...
2026-01-23 20:02:53,927 | INFO | main | ML model loaded successfully
2026-01-23 20:02:53,927 | INFO | FlaskApp | ML model loaded successfully
2026-01-23 20:02:53,927 | INFO | FlaskApp | Starting Flask server...
2026-01-23 20:02:56,218 | INFO | FlaskApp | Loading ML model at server startup...
2026-01-23 20:02:56,218 | INFO | main | Loading ML model...
2026-01-23 20:02:56,277 | INFO | main | ML model loaded successfully
2026-01-23 20:02:56,277 | INFO | FlaskApp | ML model loaded successfully
2026-01-23 20:02:56,277 | INFO | FlaskApp | Starting Flask server...
2026-01-23 20:07:58,900 | INFO | FlaskApp | Loading ML model at server startup...
2026-01-23 20:07:58,900 | INFO | main | Loading ML model...
2026-01-23 20:07:58,956 | INFO | main | ML model loaded successfully
2026-01-23 20:07:58,956 | INFO | FlaskApp | ML model loaded successfully
2026-01-23 20:07:58,957 | INFO | FlaskApp | Starting Flask server...
2026-01-23 20:08:01,343 | INFO | FlaskApp | Loading ML model at server startup...
2026-01-23 20:08:01,344 | INFO | main | Loading ML model...
2026-01-23 20:08:01,402 | INFO | main | ML model loaded successfully
2026-01-23 20:08:01,402 | INFO | FlaskApp | ML model loaded successfully
2026-01-23 20:08:01,402 | INFO | FlaskApp | Starting Flask server...
2026-01-23 20:09:42,491 | INFO | FlaskApp | Loading ML model at server startup...
2026-01-23 20:09:42,491 | INFO | main | Loading ML model...
2026-01-23 20:09:42,549 | INFO | main | ML model loaded successfully
2026-01-23 20:09:42,549 | INFO | FlaskApp | ML model loaded successfully
2026-01-23 20:09:42,549 | INFO | FlaskApp | Starting Flask server...
2026-01-23 20:09:44,928 | INFO | FlaskApp | Loading ML model at server startup...
2026-01-23 20:09:44,928 | INFO | main | Loading ML model...
2026-01-23 20:09:44,983 | INFO | main | ML model loaded successfully
2026-01-23 20:09:44,983 | INFO | FlaskApp | ML model loaded successfully
2026-01-23 20:09:44,983 | INFO | FlaskApp | Starting Flask server...
2026-01-23 20:11:24,233 | INFO | FlaskApp | Loading ML model at server startup...
2026-01-23 20:11:24,233 | INFO | main | Loading ML model...
2026-01-23 20:11:24,290 | INFO | main | ML model loaded successfully
2026-01-23 20:11:24,290 | INFO | FlaskApp | ML model loaded successfully
2026-01-23 20:11:24,290 | INFO | FlaskApp | Starting Flask server...
2026-01-23 20:11:26,650 | INFO | FlaskApp | Loading ML model at server startup...
2026-01-23 20:11:26,650 | INFO | main | Loading ML model...
2026-01-23 20:11:26,712 | INFO | main | ML model loaded successfully
2026-01-23 20:11:26,712 | INFO | FlaskApp | ML model loaded successfully
2026-01-23 20:11:26,712 | INFO | FlaskApp | Starting Flask server...
2026-01-23 20:13:25,272 | WARNING | main | Input validation failed: Text is too short for reliable analysis.
2026-01-23 20:13:25,272 | WARNING | FlaskApp | Prediction failed: Text is too short for reliable analysis.
2026-01-23 20:13:32,256 | INFO | main | Prediction -> Grade: D, Confidence: 46.00%
2026-01-23 20:13:32,256 | WARNING | main | Low confidence prediction detected
2026-01-23 20:13:32,256 | INFO | FlaskApp | Prediction served successfully via API
2026-01-23 20:17:44,696 | WARNING | main | Input validation failed: Text is too short for reliable analysis.
2026-01-23 20:17:44,696 | WARNING | FlaskApp | Prediction failed: Text is too short for reliable analysis.
2026-01-23 20:17:46,121 | WARNING | main | Input validation failed: Text is too short for reliable analysis.
2026-01-23 20:17:46,121 | WARNING | FlaskApp | Prediction failed: Text is too short for reliable analysis.
2026-01-23 20:17:48,449 | INFO | main | Prediction -> Grade: D, Confidence: 46.00%
2026-01-23 20:17:48,449 | WARNING | main | Low confidence prediction detected
2026-01-23 20:17:48,449 | INFO | FlaskApp | Prediction served successfully via API
2026-01-23 20:18:08,716 | WARNING | main | Input validation failed: Text is too short for reliable analysis.
2026-01-23 20:18:08,716 | WARNING | FlaskApp | Prediction failed: Text is too short for reliable analysis.
2026-01-23 20:18:11,290 | WARNING | main | Input validation failed: Text is too short for reliable analysis.
2026-01-23 20:18:11,290 | WARNING | FlaskApp | Prediction failed: Text is too short for reliable analysis.
2026-01-23 20:18:14,111 | WARNING | main | Input validation failed: Text is too short for reliable analysis.
2026-01-23 20:18:14,111 | WARNING | FlaskApp | Prediction failed: Text is too short for reliable analysis.
2026-01-23 20:18:17,627 | INFO | main | Prediction -> Grade: C, Confidence: 52.00%
2026-01-23 20:18:17,627 | WARNING | main | Low confidence prediction detected
2026-01-23 20:18:17,627 | INFO | FlaskApp | Prediction served successfully via API
2026-01-23 20:18:38,049 | INFO | main | Prediction -> Grade: B, Confidence: 86.00%
2026-01-23 20:18:38,049 | INFO | FlaskApp | Prediction served successfully via API
2026-01-23 20:18:41,271 | INFO | main | Prediction -> Grade: B, Confidence: 86.00%
2026-01-23 20:18:41,271 | INFO | FlaskApp | Prediction served successfully via API
2026-01-23 20:34:57,332 | INFO | main | Prediction -> Grade: C, Confidence: 54.00%
2026-01-23 20:34:57,333 | WARNING | main | Low confidence prediction detected
2026-01-23 20:34:57,333 | INFO | FlaskApp | Prediction served successfully via API
2026-01-29 14:43:34,408 | INFO | FlaskApp | Loading ML model at server startup...
2026-01-29 14:43:34,408 | INFO | main | Loading ML model...
2026-01-29 14:43:34,760 | INFO | main | ML model loaded successfully
2026-01-29 14:43:34,760 | INFO | FlaskApp | ML model loaded successfully
2026-01-29 14:43:34,760 | INFO | FlaskApp | Starting Flask server...
2026-01-29 14:43:37,174 | INFO | FlaskApp | Loading ML model at server startup...
2026-01-29 14:43:37,174 | INFO | main | Loading ML model...
2026-01-29 14:43:37,230 | INFO | main | ML model loaded successfully
2026-01-29 14:43:37,230 | INFO | FlaskApp | ML model loaded successfully
2026-01-29 14:43:37,231 | INFO | FlaskApp | Starting Flask server...
2026-01-29 14:45:04,544 | INFO | main | Prediction -> Grade: A, Confidence: 74.50%
2026-01-29 14:45:04,549 | INFO | FlaskApp | Prediction served successfully via API
2026-01-29 14:46:01,022 | INFO | main | Prediction -> Grade: C, Confidence: 66.50%
2026-01-29 14:46:01,023 | INFO | FlaskApp | Prediction served successfully via API
2026-01-29 14:46:07,527 | INFO | main | Prediction -> Grade: C, Confidence: 66.50%
2026-01-29 14:46:07,528 | INFO | FlaskApp | Prediction served successfully via API
2026-01-29 14:46:19,680 | INFO | main | Prediction -> Grade: A, Confidence: 74.50%
